date_and_time,place,text,title
"April 24, 2020 03:52 IST","New Delhi,",,Don’t call more than one-third of lower rung staff to offices: Centre to department
"April 24, 2020 03:07 IST","GUWAHATI,","Assam peasant leader Akhil Gogoi was sent to judicial custody after being produced at the National Investigation Agency’s special court in Guwahati on Thursday.,Mr. Gogoi, who has been shifted from one jail to another in a series of cases including sedition, was brought from the jail in eastern Assam’s Dibrugarh on Wednesday. He was produced at the NIA court in a case registered at the Chabua police station in Dibrugarh district during the violent protest against the Citizenship (Amendment) Act in December 2019.,“The country is in the grip of a dictatorship. The present crisis is because the government has been taking one wrong decision after the other, but is in no mood to listen to those who point this out,” Mr. Gogoi told newspersons outside the court.,The Krishak Mukti Sangram Samiti leader had been granted bail by the special court on March 17 in a case pertaining to anti-national activities for which he was arrested on December 16. The bail was granted because the NIA could not file a chargesheet against him within the stipulated 90 days of his stay in jail.,Mr. Gogoi was, however, arrested in one of several other cases against him despite getting bail. He was accordingly handed over to the police in Sivasagar district on March 19.,On April 7, the Gauhati High Court issued an interim stay order on the bail in the case accusing him of being a Maoist.,“Keeping him behind bars for raising his voice for the people of Assam is a conspiracy of the government to kill him at a time when the world is battling the deadly novel coronavirus,” his mother Priyada Gogoi said from her residence at Selenghat in the Jorhat district.",Assam peasant leader Akhil Gogoi sent to judicial custody again
"April 24, 2020 11:11 IST","NEW DELHI:,","IIT Delhi said it has got the approval from the Indian Council for Medical Research (ICMR) for a probe-free,coronavirus,detection assay developed by it.,The institute, in a statement on Thursday, said the assay had been validated at ICMR with a sensitivity and specificity of 100%, making IIT-D the first academic institute to have obtained ICMR approval for a real-time polymerase chain reaction (PCR)-based diagnostic assay.,The assay was developed by researchers at IIT Delhi’s Kusuma School of Biological Sciences (KSBS).,“Using comparative sequence analyses, the IIT Delhi team identified unique regions (short stretches of RNA sequences) in the COVID-19/SARS COV-2 genome. These regions are not present in other human coronaviruses, providing an opportunity to specifically detect COVID-19,” the statement read.,,Coronavirus | Rapid test kits were cleared by ICMR, say Chinese manufacturers,It added that the method used primers targeting unique regions of COVID-19 that were designed and tested using real-time PCR.,“These primers specifically bind to regions conserved in over 400 fully sequenced COVID-19 genomes. This highly sensitive assay was developed by extensive optimization using synthetic DNA constructs followed by in-vitro generated RNA fragments,” it further read.,The research team said the assay would be useful for specific and affordable high throughput testing.,“This assay can be easily scaled up as it does not require fluorescent probes. The team is targeting large-scale deployment of the kit at affordable prices with suitable industrial partners as soon as possible,” the team said.",ICMR nod for coronavirus detection assay developed by IIT Delhi
"April 24, 2020 04:06 IST","GUWAHATI ,","Lockdown has brightened the hopes of community acceptance for a Meghalaya rural family that was ostracised more than five months ago for questioning the alleged unfair practices of the local fair price shop dealer.,The Dorbar Shnong (the Khasi traditional local council) of Laitniangtlong village had excommunicated the family of Phutborsing Rangslang in November 2019 after the couple protested against the fair price shop dealer for giving them 32 kg of rice instead of the 40 kg due to his wife Aihundalin Mawlong’s ration card.,The village is in East Khasi Hills district and is about 35 km from State capital Shillong.,The couple had also objected to overpricing — the dealer was allegedly charging double the rate applicable per item allotted under the public distribution system.,“Though there was no official complaint, we took note of an information provided by an NGO and summoned the leaders of the Dorbar Shnong and advised them not to earn a bad name at a time when we are undergoing the COVID-19 crisis,” an officer of the local Mawngap police station said.,He added that the villagers had assured the police that they would lift the “community ban” on the family.,“There are many such cases of poor families being excommunicated for demanding their rights and questioning malpractices in Meghalaya. We intervened in this case after Mr. Rangslang approached us saying the Dorbar Shnong supported the fair price dealer who stopped giving them rice,” Shillong-based rights activist Agnes Kharshiing told,The Hindu,.,She heads the Civil Society Women’s Organisation.,The intervention was necessary when the Dorbar Shnong made the ban on the family formal by issuing an “order” on April 16 asking the villagers to shun the “criminal” family for being a “hurdle to the village and society”.,In 2014, the dorbar of Umsumbah village in West Khasi Hills district deprived 11 inhabitants of their basic rights for seeking information about the rural job guarantee scheme through the RTI Act.,In 2011, three women – Fatima Mynsong, Acqueline Songthiang and Matilda Suting – were excommunicated by the dorbar of Jongsha village near Shillong after they exercised the RTI to know about the utilisation of government funds for the village.,The trio, however, fought back and managed to get the village headman, who ordered their exile, ejected from his post.,In February 2011, a student leader named Bobby Basaiawmoit was asked by the dorbar of his native Mairangbah village – about 110 km from Shillong – to either pay a fine of ₹5,000 for exercising RTI or be banished.",Coronavirus | Lockdown brings hope for ostracised Meghalaya family
"April 24, 2020 05:10 IST","Nagpur,","Justifying the ban on door-to-door delivery of newspapers during the lockdown, the State government on Thursday told the Nagpur Bench of the Bombay High Court that as per experts, the novel coronavirus stays on surfaces for a long time, and newspapers are passed on from one hand to another, increasing the chances of spread of the infection.,The government said its decision prohibiting delivery — now in force only in COVID-19 hotspots and containment zones —was an exceptional policy move and in no way violates the freedom of the press.,The State, in an affidavit filed before Justice N.W. Sambre, said newspapers are not an essential item and hence prohibition on its doorstep distribution cannot be said to be infringing upon any fundamental rights.,The affidavit, filed by Nagpur Collector Ravindra Thakare on behalf of the State, was responding to a petition filed by the Maharashtra Union of Working Journalists and the Nagpur Union of Working Journalists, challenging a government circular issued on April 18.,The circular said while newspapers can be sold at stalls, their door-to-door distribution by vendors cannot be permitted at this stage.,The government clarified that a blanket ban on door-to-door delivery of newspapers has been lifted and now the prohibition is limited only to Mumbai, Pune and containment zones in other districts.,,According to experts, the novel coronavirus can stay on various surfaces for a considerable amount of time and the newspaper is something that will be passed on hand to hand, which may increase the chances of the infection spreading, the affidavit said.,Newspapers cannot be considered an essential need unlike food items. Citizens can still get e-papersfor daily reading. “Hence, prohibition of door-to-door distribution of newspapers by no means infringes upon the right of the freedom of the press,” it said.,It added that there are several areas or districts that are now coronavirus-free or where the prevalence of the virus is negligible. The circulation of a non-essential item printed elsewhere in these coronavirus-free areas may lead to resurgence of the infection, the affidavit said.,The government said this was an exceptional policy decision taken under an extraordinary situation. The intentions are in the interest of the citizens to ensure their well-being and safety. “These are judicious, fair, and transparent and are neither arbitrary nor permanent in nature,” it said.,Justice Sambre took note of the affidavit and posted the matter for further hearing on June 15.",Govt.: ban on doorstep delivery of newspapers an exceptional move
"April 24, 2020 11:55 IST","NEW DELHI,","The Indian government has to be more aggressive about spending money to support the poor during the,COVID-19,pandemic and,lockdown,, according to Nobel Prize-winning economist Abhijit Banerjee. In fact, India should not be afraid to print money to fund an expansion of welfare benefits, he told the BBC.,So far, the Centre has announced a welfare package said to be worth around ₹1.7 lakh crore – just 0.8% of GDP – to provide extra food grain and cash support to vulnerable sections of the population.,Also read:,Lockdown displaces lakhs of migrants,“We haven’t done anything close to enough,” Dr. Banerjee said in an interview with the British broadcaster on Friday. “Possibly there is the fear of inflation, when there is not much supply of goods and services. But India has to do something about [bridging] the income gap that has been created. The government has to be more aggressive about spending money.”,The India-born economist, who won the 2019 Nobel Prize for Economics for his work on randomised control trials to test the impact of small policy interventions, has long advocated a basic income scheme. In the run-up to this year’s budget, he recommended cash transfers for the poor as the way to boost demand and revive the economy.,Also read:,,Coronavirus | Centre slow to absorb lockdown impact on the poor, say activists,In his interview, Dr. Banerjee pointed out that the pandemic was a “double whammy” for those who had lost their earning capacity, at a time when the,economy,was already facing a demand slump. While he said a lockdown may have been necessary, he felt that a long-term view was necessary, given that the pandemic may not ease,until a vaccine arrived,.,“India needs to think of a clear, well-articulated plan on what should be done next,” he said.,He recommended that additional cash be immediately given to the beneficiaries of existing welfare schemes, so that a “mood for demand” could be created once the lockdown is lifted.,“People need reassurance. And the government has to be proactive in reassuring people,” he told the BBC. “It won’t be always accurate in identifying who’s deserving of the benefit and who’s not. But we are not trying to be perfect at this point in time. This is an emergency.”","Centre has not done enough for the poor, Abhijit Banerjee tells BBC"
"April 24, 2020 04:21 IST","New Delhi,",,"New CJs for Bombay, Meghalaya and Orissa High Courts"
"April 24, 2020 06:52 IST","New Delhi,","A letter written by Mahatma Gandhi in 1932 regarding raising of funds for the newly-founded Harijan Sewak Sangh is set to go under the hammer, officials said on Thursday.,The letter will be auctioned online by Boston-based RR Auction and is expected to fetch $15,000, the auction house said in a statement.,The one-page handwritten letter is signed “M. K. Gandhi,” and dated October 9, 1932.,“Dear friends, I thank you for your letter of sympathy. The funds can be sent to the anti untouchability assn formed under the chairmanship by Sjt. G.D. Birla for the furtherance of its subjects,” read the letter.,It is beautifully mounted, double-matted, and framed.,In 1932, Gandhi founded the Harijan Sevak Sangh as part of his efforts to eradicate the concept of ‘untouchability’ from India’s caste system. He put his close friend, the pioneering industrialist Ghanshyam Das Birla, in charge of the organisation.,The group’s efforts have helped the depressed classes to access public places such as temples, schools, roads, and water resources that were previously available only to those of privilege, it said.,“It’s a superb letter pertaining to one of the overlooked aspects of Gandhi’s activism,” said an auction official.,Additional highlights from the sale include, Gandhi’s signature with a fountain pen, “M. K. Gandhi,” on an off-white slip of paper, it added.,The Fine Autographs and Artifacts auction from RR Auction with online bidding is scheduled to conclude on May 13.",Gandhi’s anti-untouchability campaign letter to go under the hammer
"April 26, 2020 12:56 IST","NEW DELHI,",",Chief Justice of India S. A. Bobde told,The Hindu,in a phone interview that the three ‘Ms’ — money, men and material — are with the Executive, which is the most suitable organ of governance to deal with the problems arising out of the,COVID-19 pandemic,and lockdown. The CJI clarified that,hearing of cases through videoconferencing,are not in-camera hearings and virtual courts are not closed courts.,Imagine if this was an earthquake or floods or whatever... This is really a situation when the Executive gets into action. The usual three ‘Ms’ are ‘men, material and money’. It is very difficult for the court to assume charge and say ‘this is what the priority should be’ and ‘this is what it should be like’. The Executive is better suited to decide on the ‘whats’, ‘hows’ and ‘whens’ of deploying money, material and men.,Also read:,,Coronavirus | Restrictions on court hearings lawful, says Supreme Court,Of course, the courts ensure that rule of law does not suffer and people’s lives and properties do not suffer. But courts cannot deal with the situation on the ground. What do courts normally do? Courts declare rights, which are given effect to by the Executive. This is not a situation where declaration of rights has much priority or as much importance as in other times.,So, it comes down to the question of which organ of governance is best suited for the situation. Other than looking at the validity of administrative and executive action and protecting, say, the right to life, the courts have little to do.,Videoconferencing,does not mean courts are closed.,Virtual courts,are not in-camera courts. When the video links are given, there are people who can see what is happening on the screen from where the lawyers address the court. We are not prohibiting that. It is not a binary situation.,The distinction made between videoconferencing and open court system is not accurate. A better description would be virtual courts and ‘courts in congregation’.,Also read:,,Cancel summer vacation to make up for time lost to COVID-19: Lawyers urge SC judges,There is no absence of openness in the present videoconferencing proceedings. Things are not being decided without anybody coming to know. Litigants can watch the proceedings. Lawyers are present. The other side is there. The court is there. Court staff is there. Live reporting by the media is happening. Even people who are waiting for their cases to be called out are watching.,Yes, maybe the number of people who could attend like in a court in congregation is reduced. That is because a social distancing norm is in place as it is being done all over the country.,The fact of the matter is there is much less pressure on the courts as very few actions are being taken in the country which normally generate litigation. The courts are not executing decrees, landlords are not throwing tenants out, there is no employer-employee trouble. Yes, there was total disarray in the labour field... But what I am saying is, normally problems come from recovery, execution, tenants and landlords, administration action... The police are not as active in law and order area as it was earlier. I suppose criminals are less active in their areas, I suppose, I don't know... So, generally, events that generate litigation are few and far between. To that extent, pressure is also less on the courts and filing of cases is not what it was.,The whole country is going through it and bearing it stoically. One has to be stoic in such a situation. The courts are doing their best to cope with the situation, in particular, they are selecting and prioritising matters they must hear. Courts are continuing to hear cases despite constraints through videoconferencing.,Too hazardous to say anything now. WHO projection for Maharashtra is a huge number. We don't know what is going to happen in Delhi. We are watching the situation closely and reviewing it once or twice a week. I am doing it. There is a committee set up by the judges to meet with the members of the Bar and take a decision.","Executive with its three ‘Ms’ of money, men and material is better-suited to deal with COVID-19 crisis: CJI"
"April 26, 2020 20:10 IST",,"China’s response to,COVID-19,has shown both the weaknesses and strengths of its system, says Richard McGregor, Senior Fellow at the Lowy Institute and author of,The Party: The Secret World of China’s Communist Rulers,. The Party is fighting battles on many fronts, facing political and economic challenges at home as well as an unfavourable geopolitical environment, he said.,Every challenge looks like the biggest crisis, but I would say the answer to that is yes. Certainly the global financial crisis in 2008-2009 was a big challenge for China. They got through that through a massive stimulus programme. I think this time is a little bit different.  We've not only got what is going to be an extended economic downturn – this can't be turned around by a sort of wave of  infrastructure spending, so we've got probably the longest downturn post-Tiananmen or maybe since the late seventies – plus we have also got a sort of global political crisis or global political fight over the origins of the virus, and responsibility and accountability for it. Now China is a much bigger economy, and a much more powerful country. That doesn't mean that it can sail through something like this, and they are fighting on a number of fronts.,Also read:,Coronavirus | India following U.S. trajectory in COVID-19 cases, says Chinese expert,It’s just absolutely amazing, can you imagine six weeks ago, even a month ago, that China would be heralding its handling of this crisis as a vindication for their system? But that's where we are these days. You know, we should say, of course, that in some respects, that sort of propaganda is as much directed internally as it is externally. We shouldn't forget that. But I think China's handling of this crisis really shows the deep weaknesses and also some of the strengths of their system. So let me explain that.,First of all, there's absolutely no doubt that China mishandled the early stages of this crisis. Now, we don't quite know exactly what happened. There was certainly a cover up at some levels. There was a bureaucratic mess, fighting between the localities and the centre. There were all sorts of things happening and that, I think, was a show of China's weaknesses. In other words, a lack of openness, lack of transparency, endemic bureaucratic problems, and a fear of offending and reporting to the centre.,Now once China started to take it seriously – and we should emphasize we're kind of in early days still – we did see a quite remarkable demonstration of the power of the Party-State. When you think what they managed to do, in a short period of time – no discussion like we have in messy democracies – they locked down in residences up to a 700 million people, they mobilised the army, they mobilised the paramilitary, they commandeered businesses to make for the state personal protective equipment, they shut factories, they shut businesses. So we did see a real display of what the state in China can do. And on its own terms, it was effective. You know, I don't believe every Chinese figure to the tee, but there's no doubt that we've got rapidly declining infections in China and large parts of the country relatively speaking getting back to normal. So we saw the good side and the bad side of the Chinese system.,Also read:,China approves third COVID-19 vaccine for clinical trials,The narrative of Xi in charge of this crisis has got some holes in it, maybe deliberately. Certainly in the rewriting that's going on now on the successes of this, that they are all down to Xi, and to his focus on the strong central power of the Party. But if you go back a little bit, the fact that he in theory ordered that this be handled on January 7 only came out much, much later. And that would be a strange thing to take credit for because we had no reporting of cases from early January to January 16. Clearly the issue was not being handled then. I think that sort of came out in almost a moment of panic in China to show that Xi had been on top of this from the start. Certainly once he did focus on it on January 20, when he was basically behind the Wuhan lockdown, the system was mobilised. That's true.,But at the same time, it might be good internal propaganda if China is successful and they can portray China as successful compared to other countries. They've got enough control of the media to do that. But externally, I don't see many too many countries taking Xi as a kind of great leader and a magician for the role he played here because clearly the system didn't work at the start. There's one other point. One reason --  and there is speculation about this in China -- that the centre didn't focus on this until January 20 was in the three days beforehand Xi was on a state visit to Myanmar. And people around him might have thought they couldn't upset that with talk about the problems of a new coronavirus. So in some respects the system didn't jump into action until Xi was back from overseas. And that might mean that there's another two or three important day lost in fighting the virus.,Also read:,Coronavirus | China reports rise in cases, most from abroad,I think it certainly does reflect the broader sentiment among some of the Chinese elite, which is very critical of Xi. We've known that for some time. It's not surprising given what a tough, remorseless leader that Xi has been both in terms of the anti corruption campaign and crushing any opposition generally.,Mr. Ren is an interesting character. I've met him and interviewed him many years ago. He's always been outspoken. He was, of course, most outspoken many years ago on issues of real estate. He was a fierce opponent of the government investing in public housing, rather saying that such issues of property should be left to the private sector. And he's generally been in favour of more untrammelled markets in China, which, of course, is another reason why he wouldn't like Xi who's lent towards the state side.,Having said that, it's interesting. Ren certainly got into trouble, but he doesn't seem to have gotten to as much trouble as you might have thought. I think he was suspended from the Communist Party just for a year. He wasn't expelled altogether. He might be in some form of home detention now. But it was really telling. It was a brave essay. It was eloquent. I think it reflected many of the concerns of a lot of people in China, the technocrats and the like, what they dislike about Xi. Of course, the Party has put a lid on it without sort of ejecting him from public life for ever and a day.,,That is an odd case. As you say, the investigations by the Communist Party's anti-corruption watchdog often do take a long time. They often sort of proceed from previous investigations. In other words when other people have been investigated, they are interrogated. And they usually give up people they've worked with or they're expected to confess, not just only on themselves, but on others as well. We don't quite know whether this was at the end of a lengthy period of investigation, or whether it happened suddenly. Certainly before people are detained, they often drift out of the centre of public life for a few months beforehand before things catch up with them. But in this case, as you say, Mr. Sun had been actively involved in Wuhan and then suddenly he was disappeared. So this is a another case of where the lack of transparency in China leaves us scratching our head.,,,It’s really hard to say. In many Western countries, China is going to be in a worse off position. The US-China relationship continues to break down at a rapid pace. China's relations with a lot of European countries, France, Germany, Britain, has been strained by this. Partly because of the issue we discussed earlier, the lack of transparency and partly because of a distaste at what many people see as China's efforts to exploit the turnaround in their country and gain sort of a propaganda or PR win from it.,It's too early to tell. I think one of the big issues is yes, the China's economy is starting to steady but it's by no means in recovery mode. And we've got to see how much they can come back.  There's a lot of problems hidden under the surface in China and once growth slows dramatically, they will come to the surface. The authorities have got lots of firepower, but nonetheless they just can't click their fingers like they did in 2008 to get out of this. It's also going to depend on what happens in the US with Trump in the US election, and whether the US economy and the US political system can right itself. That's another unknown.,It's also going to depend on countries surrounding China immediately, like Japan, South Korea, and of course, India. But without some sort of open accounting of what happened in Wuhan, which China is resisting, it's hard to see how they come out of this with their reputation enhanced. They might be just as powerful, but it's going to be an even more abrasive power than it is at the moment.,I'm not so sure. Political decoupling might be, economic decoupling or trade decoupling is another matter because the two countries and global systems generally are so enmeshed, it's very difficult to unwind them. You're certainly going to see it happen in some areas in the manufacture of drugs, antibiotics, India has an interest in that. You're going to see some of it in terms of manufacturing personal protective equipment, medical supplies, but that's really not a big deal at the end of the day. But do you see the sort of globalization unwinding as some people assert will happen? I think it's too early to call that yet.,There's going to be a lot of countries hedging their bets with China. But China's logistical strengths, its industrial clusters, its ports, its railways, in other words, the ability to trade and do business are immensely powerful. You can't simply replicate that in other countries. Businesses at the end of the day, particularly coming out of the trough following this crisis, governments aren't going to be able to subsidize too many businesses for too long. So I'm a bit cautious to overstate that at the moment.,I think it's more long-lasting actually. A week or so before India did that, Australia did something similar but without mentioning China by name. Australia said that any foreign investment proposals – usually there's a threshold at which the government doesn't look at them -- but they basically said anything has to be looked at. And that was basically aimed at China as well, even if they didn't say so. There's little doubt that the climate for China investing in the US is not going to get better soon. Europe in recent years has gradually been trying to put up more regulatory barriers to particular purchases of Chinese tech equipment. The UK is a similar case, right now.,We are going to see ongoing Chinese investment in countries in Africa, perhaps in resources. Perhaps in Brazil, Argentina, and the like, which aren’t so sensitive about it. But generally the boom in outward Chinese FDI, which we saw in 2016-16, I think that's over for the moment. There's going to be many, many more barriers. It might not matter as much to China as a few years ago because China itself is advanced far along up the industrial chain. But yes, I think this is now permanent feature of the landscape.,","Coronavirus | The COVID-19 pandemic is China’s biggest crisis since Tiananmen, says Richard McGregor"
"April 23, 2020 13:54 IST","NEW DELHI:,","India and Australia will face common challenges in the Indo-Pacific as the,COVID-19 pandemic,is stretching much of the world’s governmental capacity, said Barry O’Farrell, Australian High Commissioner-designate, in an address to the National Defence College (NDC) while calling for greater cooperation especially stressing on trilateral cooperation between India, Australia and Indonesia.,In this regard, observing that cooperation between India and Australia in Southeast Asia was a natural fit, he said in the address through videoconference, “As a starting point, we should build on last year’s successful trilateral maritime security workshop with Indonesia to identify new ways that our three countries can collaborate to be the best possible custodians of the Indian Ocean.”,In a separate development, the Australian High Commission, in coordination with the Ministry of External Affairs (MEA), gave a ride to India’s Ambassador to Indonesia Pradeep Rawat and his family in one of the,repatriation flights to Australia,that had a stopover at Denpasar in Indonesia, official sources said.,“Australia was very happy and keen to help two of our strongest Indo-Pacific partners, India and Indonesia, in this matter,” diplomatic sources said adding the trilateral cooperation had been growing and would continue to be important as we considered the implications of COVID-19 for Indo-Pacific regional order.,Stating that COVID-19 would not necessarily change the nature of threats faced but would hasten the pace at which they were developing, Mr. O’Farrell said even allowing for COVID, the Indo-Pacific would continue to be the engine of the global economy in the decades to come.,On the likely impact of the pandemic on the global and regional dynamics, he said it would take time to play out. “But I see a U.S. far more cautious about exercising global leadership than in the past. I see even faster shifts in the Indo-Pacific power balance, with an associated sharpening of strategic competition. And an even more factious multilateral system,” he stated.,On enhancing bilateral cooperation, he said there were many ways the two could reinforce each other’s efforts and one of the ways was “we can make defence facilities available to each other to expand our militaries’ respective operational reach.” This was already an evolving area with a logistics support agreement in the final stages of being concluded.,The High Commissioner designate also referred to the Indian Navy’s Information Fusion Centre – Indian Ocean Region which is emerging as a regional hub for monitoring maritime movements and cooperation. “We’re glad to be contributing a Liaison Officer to it in due course,” he stated.,He also noted the increasingly common platforms operated by the two militaries acquired from the U.S., the P-8 maritime patrol aircraft, C-17 and C-130 transport aircraft, and India’s soon-to-be-acquired MH-60 Romeo multi-role helicopters.","Australia pitches for trilateral cooperation with India, Indonesia"
"April 26, 2020 11:56 IST","NEW DELHI ,","The Indira Gandhi National Tribal University has announced only one centre in southern India in Chennai for its entrance examinations for 2020-21 admissions, much to the dismay of students in the region. The MPs from Kerala have written to the Human Resource Development Minister, demanding multiple centres in each southern State as was provided in previous years.,“In 2019, Wayanad in Kerala was the largest IGNTU examination centre outside of Madhya Pradesh with over 400 applicants,” said a letter from Binoy Viswam, a CPI Rajya Sabha MP.,“Wayanad is home to the largest tribal population in Kerala,” wrote Congress leader Rahul Gandhi, who represents it in the Lok Sabha MP. “Urging students to opt for examination centres far away from home denies them a fair opportunity to compete in the admission process.”,The Central University, located in Amarkantak in Madhya Pradesh, was set up in 2007. It opened its 2020-21 application process on April 23, and plans to hold the entrance examinations on June 27 and 28.,However, the COVID-19 pandemic may result in changes in dates and venues, the admission notice said.,K.K. Ragesh, a CPI(M) Rajya Sabha MP, said some of the university’s other recent decisions also went against its mandate for providing quality education to the tribal communities.,“Recently, the university has proposed to open departments of Sanskrit and Jyotisha, while many of the tribal languages and cultures were ignored from consideration and support,” he wrote.",More exam centres needed for tribal students in south India
"April 26, 2020 22:17 IST","NEW DELHI: ,","A status report filed by the government in the Supreme Court said Union Home Minister Amit Shah is personally supervising the implementation of directives and advisories issued by his ministry in the fight against COVID-19.,The report, which is the second one filed in court in connection with a petition filed by advocate Alakh Alok Srivastava, said the Home Ministry has taken “immediate, timely, effective and proactive actions almost on a daily basis”. The case is scheduled to be heard on April 27.,The report, signed by Union Home Secretary Ajay Kumar Bhalla, said, “Home Minister is personally supervising the implementation of various directives/advisories issued by the Home Ministry along with the Cabinet Secretary, Home Secretary and senior officers in the control room which is operational 24 hours”.,The reports also lists how the Civil Aviation Ministry has started ‘Lifeline Udan’ to transport essential medical cargo. Over 180 flights have flown over 1.6 lakh km carrying 258 tons of medical cargo.,It said the Indian Railways have served over 10 lakh free meals besides converting 4950 train coaches to COVID-19 care centres.,Among other steps taken, teh report said the Press Information Bureau’s Fact Check Unit had received, between April 2 and April 9, a total of 1,458 cases and replied or countered 1,324 cases. The status report said a Twitter handle by the Information Ministry called @COVIDNewsBy has 38,000 followers and its tweets have appeared 13 million times on the timelines of users.,The report said the Information Ministry engaged 165 celebrities in its awareness campaigns against virus spread through 620 video bulletins.,The report also mentioned how “private broadcasters have taken proactive steps to engage with people at large and four entertainment channels have been made free to air to meet the entertainment needs of house-bound people”.","Coronavirus | Amit Shah supervising anti-virus fight, Supreme Court told"
"April 26, 2020 12:17 IST","New Delhi,",,"COVID-19 | Reopening of stores depends on getting clarity from States, says retailers’ body"
"April 26, 2020 22:34 IST","NEW DELHI ,",,Over 30% ED officials resume work from office
"April 26, 2020 21:09 IST","Kolkata,","With air and rail passenger services suspended due to the COVID-19-induced lockdown, two judges embarked on road journeys — each covering over 2,000 km — to take charge as chief justices of high courts at two ends of the country.,President Ram Nath Kovind had on Thursday elevated Justice Dipankar Datta of the Calcutta High Court as the Chief Justice of Bombay High Court, and Justice Biswanath Somadder of the Allahabad High Court as Chief Justice of the Meghalaya High Court.,Justice Dipankar Datta is taking turns with his son at the steering wheel of his car, as the family moves to Mumbai, sources privy to the development said. He left for Mumbai from Kolkata on Saturday morning and plans to reach the country’s financial capital by Monday afternoon with overnight breaks on the way.,Travelling in the opposite direction from west to east, is Allahabad High Court judge, Justice Somadder, who is driving to Shillong via Kolkata. Justice Somadder, who had served at the Calcutta High Court before being transferred to Allahabad, set out on the journey from the north Indian city along with wife on Friday evening in an official car, sources said.,Taking turns at the wheel with his chauffeur, the judge reached Kolkata on Saturday afternoon. He left for Shillong in the evening, after a few hours of rest at his Salt Lake residence here, to reach the Meghalaya capital on Sunday afternoon.,Both Justice Datta and Justice Somadder were elevated as permanent judges of the Calcutta High Court on June 22, 2006.,In the south, Chief Justice of the Kerala High Court S. Manikumar who went to his native place Tamil Nadu following the lockdown came back here on Saturday by road.,His travel back to the state was arranged following the exchange of communications between the two government’s home departments. The Chief Justice is back here as he has to attend to some important administrative works, according to the High Court sources.",Coronavirus lockdown | High Court Chief Justices drive cross country to take charge
"April 26, 2020 20:26 IST","New Delhi ,",,Yechury faults PM on ‘disdain’ for media
"April 26, 2020 20:38 IST",,"Zarina, as she was known, made an indelible mark in the international art world as one of South Asia’s leading artists. Widely recognised in her lifetime, she will be remembered as a fiercely independent woman artist who achieved artistic recognition on her own terms, through powerful yet restrained works that drew on her linguistic and cultural heritage and experiences of estrangement, dislocation and loss.,Zarina was raised within the cultural and intellectual milieu of the Aligarh Muslim Uuniversity, a world that informed her aesthetic sensibility, encompassing her father’s history books and the strong feminine bonds of the,zenana.,She took up printmaking while married to an officer in the Indian Foreign Service, first woodblock carving in Bangkok, then learning experimental ink and intaglio techniques at the Atelier 17, the cosmopolitan Paris studio run by Bill Hayter (the subject of a focused exhibition in 2016 at the Metropolitan Museum,,Workshop and Legacy: Stanley William Hayter, Krishna Reddy, Zarina Hashmi,). Zarina is best known for her series of etchings and woodblock prints that express the estrangement of migration, geographical dislocation and exile, captured in works such as,Travels with Rani,2008, a dotted diagram of all the towns and train stations she and her family had passed through, forming a mind map of an undivided subcontinent.,She experimented with papermaking techniques, testing the limits of the medium with expert craftsmen in India, moulding and piercing paper into sculptural and architectural forms that resembled packed earth, terracotta and stone (,I Whispered to the Earth,1979,,Wall II,1979,,Fence,1980,,Pool I,,1980, Tate Collection). The opportunity to leave Delhi for the United States in the 1970s brought personal and artistic freedom, but also many years of quiet struggle.,After itinerance for many years between training in Japan, teaching in California and New York, her family in Aligarh, Delhi and Karachi, and an artistic circle in New York, she was able to base herself in her studio in Manhattan while continuing to exhibit regularly in India. With strong opinions and immense self-discipline, Zarina resisted being pigeon-holed into the prevalent art world orthodoxies.,Her peers included Judy and Krishna Reddy, Ram Rahman, Mehli Gobhai and Meena Alexander among others, and she joined postcolonial feminist networks, co-curating an exhibition with the Cuban artist Ana Mendieta at the A.I.R Gallery titled,Dialectics of Isolation: An exhibition of Third World women artists in the United States,in 1980. The exhibition,WACK! Art and the Feminist Revolution,at MOCA in 2007 led to critical attention, and her first major museum exhibition. The retrospective exhibition,Paper Like Skin,travelled from the Hammer Museum in Los Angeles (2012) to the Guggenheim, New York and the Art Institute of Chicago (2013).,Zarina’s works on paper, in print and collage, and her sculptures, made from paper pulp or metal, found homes in prominent museum collections such as the Tate Modern in London, the Metropolitan Museum, MoMA, Whitney and Guggenheim in New York. Her work is in many private collections and recent exhibitions have been held at the Kiran Nadar Museum in New Delhi (2020) and the Ishara Art Foundation in Dubai (2019).,It was in the poetics and yearnings of exile that she grounded her work, after the Partition and its upheaval fractured their lives in Aligarh, a world relentlessly yearned for; ‘Language ties my work together. Urdu is home’, and this included its capaciousness for metaphor and multiple meanings. ‘,Ghar,’ was always the floorplan of her father’s academic bungalow in Aligarh, described poignantly in,Letters from Home,2004.,In recent years, claiming that time was running out and that she wanted to use up all the scraps left in her studio, she had worked mostly with paper collage, referencing Faiz, Ghalib and Iqbal in the titles of inky starscapes, lines such as ‘,Akhri shab ke humsafar’,or,‘Sitaron se age jahan aur bhi hain’,.,Zarina departed on Saturday for the world beyond the stars, cared for and survived by her sister’s children in London. Zarina,apa,, as I called her, was a role model for how to live an independent life without compromise, navigating the world with the dignity, etiquette and razor-sharp wit of Aligarh.,(Nada Raza has been a curator for South Asian art at the Tate Modern museum)",Zarina (1937-2020) : A fiercely independent woman artist
